date,AAPL,MSFT,NVDA,GOOGL,AMZN,TSLA,JPM,XOM,JNJ,V,PG,005930.KS,000660.KS,035420.KS,GLD,IYR,EFA,EEM,IWM,SPY,AGG,TLT
2024-02-09,168.2771,332.5361,148.6092,87.8385,104.8969,171.2827,127.0729,103.6626,140.5319,218.1345,138.8719,65017.9901,81964.699,264914.5164,214.9047,90.6373,82.9658,40.9956,221.1794,436.3538,113.1933,83.9321
2024-02-12,166.9144,327.8824,142.4217,86.7129,102.8278,168.1211,125.6618,105.6679,140.3607,213.6624,136.4016,63798.4942,80480.3304,255239.4454,215.377,90.3221,82.3366,41.1359,215.8357,430.8527,113.2909,83.7389
2024-02-13,167.7095,325.334,147.3178,87.8999,103.8848,169.2255,129.5674,104.6904,141.1206,212.6141,136.9039,63611.2323,80201.7247,254005.3028,218.4949,89.3902,82.9198,41.535,217.7644,433.919,113.1241,84.3455
2024-02-14,169.0313,327.0398,149.8407,90.1348,104.9335,171.9741,130.7347,105.7403,142.3916,213.6337,138.431,62541.698,81682.8275,264807.2532,220.7386,89.7474,82.311,41.8026,219.012,437.568,113.3721,83.7423
2024-02-15,168.1375,322.6256,142.0871,88.191,102.4124,160.9432,127.8075,103.9208,140.1891,211.286,138.4201,61273.1766,77809.376,263833.5052,219.6771,87.9163,82.4276,40.6169,216.6033,432.4469,113.5335,83.8881
2024-02-16,166.796,318.0651,141.5472,85.5614,101.9656,165.1016,127.3106,102.4222,139.147,207.493,137.6285,59647.7792,75647.4375,264850.9651,220.5838,87.2207,81.692,40.26,216.7344,429.6204,114.0302,83.9263
2024-02-19,167.3834,323.8201,143.32,85.372,102.7988,163.5485,127.6856,99.2827,140.7743,207.388,138.4802,58623.6148,78331.0656,262035.5472,222.3263,88.3161,81.7877,39.7074,218.114,429.4649,113.5007,84.518
2024-02-20,161.0468,308.6465,145.6163,81.5442,102.0215,160.3057,123.8932,96.9329,136.9653,207.6213,137.8158,57832.9734,77669.5455,246922.7723,218.8493,86.7453,80.4098,40.2301,211.3032,421.7064,113.6058,84.1075
2024-02-21,159.6707,313.9709,147.9625,85.5541,104.3944,158.0699,126.6968,99.0562,137.4785,212.7827,138.4529,56412.2051,79834.8176,238659.5694,222.8701,88.0797,82.4572,40.7353,213.611,429.74,113.6776,84.2837
2024-02-22,154.099,314.1511,148.5353,84.0517,101.6713,167.6595,121.8018,101.6969,137.5091,214.6907,138.2663,56327.4867,77699.4077,230867.9546,226.9998,88.3015,83.9066,41.1302,209.3732,427.2578,113.5519,83.5477
2024-02-23,148.8955,308.2813,152.6854,81.5612,100.1591,150.2598,119.7032,103.6174,136.7452,212.9548,140.618,53149.3406,75077.1897,227030.0052,222.6133,88.3084,82.4555,41.2218,205.5762,416.5532,113.1102,83.6754
2024-02-26,148.9629,309.6534,144.7529,80.1559,99.4312,157.7757,117.6294,101.5732,135.0014,209.2488,138.5048,50281.3829,71255.0401,233574.3835,221.4013,86.1192,80.7408,39.9005,202.5485,407.5708,112.7101,83.7295
2024-02-27,150.5321,299.8461,140.1518,79.6574,96.2698,152.3477,116.7084,103.0887,135.2134,208.1176,135.3968,48324.059,71328.6626,221284.5843,219.2297,85.5842,81.3333,39.2924,198.6291,403.4899,112.7786,84.2174
2024-02-28,152.4534,304.8281,150.582,81.3211,94.7424,156.7504,118.8049,104.9637,138.5923,210.0175,138.2692,48871.3482,74440.7841,214497.9241,215.6115,85.1898,83.9907,39.3118,206.246,414.8387,113.3499,82.1112
2024-02-29,146.5227,301.6079,144.5259,80.3708,93.0609,149.0044,119.9512,101.7668,137.6969,205.3028,138.921,49177.0159,73275.5436,217020.9213,213.6752,85.2397,84.0035,40.1394,205.4195,409.889,113.1997,81.3737
2024-03-01,147.5232,300.0818,142.61,81.146,94.2958,156.6618,120.4314,100.0691,135.6525,201.8989,139.4188,48899.9186,76238.3234,222381.6555,209.0591,85.07,82.8947,39.6003,204.7289,406.9923,113.5873,81.3214
2024-03-04,148.6582,298.0142,139.7984,80.6652,95.938,150.4089,122.9148,102.0865,136.2606,198.5059,139.2242,49858.0,77753.5881,223355.9858,211.5042,85.0522,82.8399,38.9359,203.6343,406.6333,112.6916,79.3815
2024-03-05,143.687,291.553,133.3595,82.5117,92.5251,142.2211,120.7212,103.0262,134.3344,202.1218,140.3921,51770.7861,73584.5124,214833.6753,212.781,84.2121,81.8985,38.929,203.3011,402.674,114.0509,80.3929
2024-03-06,150.8242,304.9382,145.1433,85.3651,98.2324,142.3604,125.5356,100.8538,135.2173,210.3985,145.6275,52033.2141,77714.8736,227453.7625,208.715,84.1496,84.6408,39.9596,212.5561,413.8993,113.9629,79.5404
2024-03-07,148.5219,294.6147,138.4239,80.5444,94.4277,141.2267,126.7925,100.7924,135.9828,202.9311,147.172,50367.4096,80784.7174,217981.0894,204.7196,85.6573,84.2089,39.6903,209.8393,406.6467,113.8777,80.0565
2024-03-08,152.5437,292.8116,134.172,82.0601,96.5853,145.1501,130.024,100.1844,136.8889,205.0658,143.7369,50355.7942,81163.861,234097.9022,207.0506,84.1892,86.1036,39.7283,209.2881,407.7929,114.1789,80.4841
2024-03-11,152.4614,297.5347,131.1219,79.1082,94.9828,138.8849,127.479,101.1744,134.2416,204.1157,141.9178,47902.1428,83723.0928,231121.1446,205.8155,83.2021,86.2996,39.8814,211.8836,405.1254,113.1955,80.2818
2024-03-12,155.0751,306.0417,130.6537,79.6711,97.016,142.1342,127.6075,101.613,131.0488,205.3491,142.4684,48918.8638,84891.8501,226330.5878,209.7636,82.5601,87.7184,40.3747,212.0608,405.4654,113.1267,81.1155
2024-03-13,151.412,301.5655,125.1881,80.5959,94.8782,145.3115,123.0309,96.5069,127.5058,201.6873,137.1108,47232.9807,80399.2333,216403.4836,208.1913,81.3945,88.3443,40.5235,208.9186,394.2537,112.6881,81.5703
2024-03-14,152.0761,303.4073,134.3778,83.7517,96.5385,154.4288,124.8889,94.7002,129.1307,207.4735,141.3873,48317.3935,80841.9521,236168.2521,207.5556,79.7298,89.8358,39.6821,207.6335,401.9215,112.6365,81.8723
2024-03-15,149.7383,296.0196,140.3109,81.2549,96.7061,154.1047,123.6107,93.7053,129.2032,202.2342,142.1548,47324.9986,78821.7299,237782.8106,207.9266,81.63,90.7693,38.5867,202.2797,397.488,112.8649,83.2488
2024-03-18,146.6816,289.3363,131.9827,79.4687,94.3928,145.0414,125.9789,93.0964,128.3813,198.1263,140.343,47116.0129,74861.6531,238797.6236,205.1861,80.2382,88.6611,38.5558,201.4825,394.0878,113.1973,84.4678
2024-03-19,145.1018,277.3353,124.8761,77.6366,91.0092,149.3119,126.0024,91.683,129.95,193.0053,137.2242,44166.3043,72693.7955,226375.2703,204.0413,78.655,87.3775,37.4375,192.0022,384.6811,112.2072,85.5332
2024-03-20,139.5024,269.7572,112.2699,78.0124,88.1996,148.5996,123.2754,87.7267,128.1054,192.0331,137.9861,44777.5861,69270.4929,223720.9111,205.0058,77.2411,85.6576,36.9964,191.5785,376.7393,112.4307,87.4161
2024-03-21,135.8495,275.1972,113.121,77.0617,86.5833,139.2314,125.0136,90.6866,126.2525,192.0308,137.5101,44114.2214,72891.5773,222773.1611,212.1127,76.6997,84.4129,36.2026,189.9715,376.7106,112.5997,87.3414
2024-03-22,138.54,278.063,116.7347,79.126,88.9455,135.9673,124.7622,86.0355,126.3832,192.8667,138.518,43678.489,73657.8125,232949.4596,211.4218,78.9831,84.0119,36.6293,190.1161,379.2456,112.8072,88.1587
2024-03-25,143.3401,278.3265,116.7121,80.6018,92.0067,122.4891,123.98,89.6325,128.6764,194.2114,137.5748,45566.2034,72195.3259,230494.8373,212.3402,82.4632,85.0959,37.3882,194.249,384.0536,113.4242,88.6285
2024-03-26,150.2595,280.5717,117.2039,82.1243,94.1243,129.1975,122.8804,90.5149,130.6923,199.4598,136.9968,46546.8296,71022.7342,244491.1116,209.6982,85.1053,86.166,37.2802,199.9239,391.78,112.68,88.6895
2024-03-27,155.2146,278.8081,115.5862,82.9215,93.4754,124.3935,122.7636,90.1206,131.9911,202.4166,137.0297,47757.695,74847.8131,240816.8197,209.2754,82.5056,87.7104,37.9822,200.8957,396.5,112.8963,88.7138
2024-03-28,151.3835,284.434,109.5691,85.504,94.4447,122.8857,126.7264,93.9013,134.2164,206.4548,137.2265,47641.4418,74789.1496,235103.5659,206.7311,83.0077,86.3218,38.6918,200.4339,396.879,113.3672,88.539
2024-03-29,151.8579,279.4672,115.0409,84.5155,96.5068,133.4351,128.8988,94.5626,136.9877,214.2929,139.5377,50482.3165,73165.2851,239270.9239,204.4051,84.9286,86.9413,39.668,204.3378,402.4485,113.1249,88.6165
2024-04-01,152.0937,283.5468,125.5858,83.7503,98.8898,126.9765,131.2963,95.3528,140.4707,217.9727,139.3475,50761.1345,72698.1959,242456.8605,202.2741,84.2423,87.2588,40.0989,208.9014,406.5068,113.1392,87.907
2024-04-02,151.9164,276.8732,120.1079,85.0182,98.6759,131.4078,133.3346,94.0247,139.4625,215.2598,140.6891,49507.2841,73089.3961,231099.0159,199.3421,86.198,88.3121,40.4547,209.6244,406.0528,113.0225,88.8092
2024-04-03,148.2612,275.6723,130.3127,87.6015,99.5483,131.8647,130.9964,96.0701,141.0304,213.8704,140.7219,50181.4668,74275.5724,224419.192,201.8868,87.8937,88.445,41.157,215.9466,411.0212,113.1888,87.5342
2024-04-04,151.6944,275.1273,134.9668,87.5271,104.9924,129.6276,133.2842,98.8554,143.0656,217.2906,140.6002,50089.9216,81087.8625,222792.0022,203.7916,87.4335,89.6629,41.4604,222.8379,419.8073,112.5028,88.4863
2024-04-05,153.1944,280.5253,129.1901,86.5578,104.1,137.8569,133.9366,102.7637,143.6078,218.7292,140.1987,50404.3022,82565.8849,227799.9479,199.6601,86.8541,90.3473,41.5972,217.3759,421.6021,112.5924,87.4662
2024-04-08,149.8816,278.659,130.375,84.4476,102.9799,138.822,135.9065,105.2713,146.75,217.9513,139.1295,50104.1993,80829.6953,233351.8006,203.0453,85.9484,88.6768,41.8416,218.9069,419.4055,112.4715,86.2656
2024-04-09,152.2036,294.509,136.946,86.3369,100.5127,136.8358,138.4151,106.2234,148.6861,221.0848,137.8157,51424.6747,77125.3805,241247.075,204.3795,84.6014,89.5697,43.0688,223.7512,424.4871,112.5581,85.1088
2024-04-10,160.7343,298.9937,147.1889,88.0961,103.3077,146.8396,139.0859,107.0444,152.2369,226.9744,136.623,53543.9925,81388.09,250923.4985,203.7559,84.5437,90.4438,43.3057,230.4054,437.8656,112.469,85.6486
2024-04-11,160.4336,292.9914,144.7669,90.0872,101.8391,141.8616,135.1312,105.7291,149.6866,230.6399,137.3601,53974.162,82277.5133,254562.9613,200.5647,85.6453,90.2934,41.9386,226.5569,436.6045,112.3926,84.623
2024-04-12,163.3305,295.392,153.2879,91.2574,100.9118,135.8275,135.6601,103.7285,149.0684,230.3911,137.7081,55358.1896,81948.936,250002.8701,200.848,88.3024,91.4708,42.3091,221.7159,436.1749,112.1092,84.4078
2024-04-15,166.0286,297.4635,150.9647,91.5733,101.8627,132.7555,135.8836,102.4866,150.0205,234.0142,138.8949,56083.1687,84210.3129,250821.8657,201.8891,89.9899,92.5571,43.1951,219.2258,435.4371,112.2072,84.8163
2024-04-16,169.3306,300.7144,157.1998,93.0787,102.5434,139.4306,135.7453,102.553,151.3772,237.1533,137.9818,55969.8385,85710.1527,252530.0361,199.4926,91.5969,93.275,42.6736,222.4059,441.3975,112.725,84.5854
2024-04-17,166.692,288.7215,153.7993,91.9203,100.8009,128.5555,131.3654,101.6133,148.5536,232.754,136.4639,54861.5471,84327.8137,245777.9429,196.4801,92.5978,92.3282,41.9364,219.2825,433.0138,112.4935,84.7198
2024-04-18,166.8115,294.4453,151.6188,93.2683,100.713,124.203,132.0472,102.14,149.7867,233.8643,135.2627,54745.1889,88685.8453,255505.9139,198.7193,94.6764,92.5039,42.4784,218.3107,434.9302,112.1891,83.836
2024-04-19,171.7298,300.2201,148.5327,94.5624,101.5675,129.9286,131.9888,101.9277,150.8872,235.3505,137.5565,57820.4566,88033.3496,258668.7236,197.2417,95.9503,92.6541,43.6534,220.9703,440.7385,111.8701,84.0983
2024-04-22,169.3484,298.9613,140.0549,94.1026,97.9438,122.6299,131.4143,101.7228,151.6731,234.0563,138.9856,58484.1594,88959.5977,262026.0301,197.7648,95.3215,93.3554,43.2038,222.5701,437.1339,111.8162,83.9796
2024-04-23,171.0137,302.0983,142.98,96.5728,100.3253,124.8226,133.2055,99.3412,154.0212,232.6767,140.738,59874.3165,92626.6918,260930.2457,196.7703,97.3419,94.2207,44.4279,224.8135,444.3814,111.616,84.1381
2024-04-24,173.6445,306.0501,145.7798,97.1333,101.856,124.58,133.6352,99.6074,156.002,234.049,142.7934,59412.7299,92193.3432,260895.8718,195.7305,95.8758,94.2575,44.989,225.2696,447.1589,111.8401,84.6362
2024-04-25,171.2448,302.5732,138.0234,97.7696,99.7431,118.4891,135.6059,95.5472,154.4447,235.0689,140.8114,59408.0104,97009.6894,256483.5046,197.6175,94.5179,94.5089,45.3742,227.9487,444.759,111.7819,83.6514
2024-04-26,172.6539,303.5095,136.158,97.9106,99.126,116.039,134.8151,95.0938,153.8897,237.9931,140.8501,61333.4565,94282.7664,255046.0558,196.2859,94.0952,94.2187,44.7842,223.8888,445.9545,112.303,84.7443
2024-04-29,171.9037,298.0112,136.9039,95.543,94.7659,112.3271,131.2159,94.8772,153.8652,233.4127,140.1547,60663.0328,93542.6726,250327.3942,199.0688,92.8475,94.29,42.9271,221.4427,438.9047,112.1725,84.7132
2024-04-30,171.1036,300.2345,129.511,95.2525,93.5703,110.7171,129.8038,94.72,157.5492,230.1467,140.4892,59884.9178,91025.3267,250503.1844,200.2903,94.7748,92.6219,42.6428,217.1729,436.4718,112.9837,85.8179
2024-05-01,175.0949,304.8724,135.9118,99.0933,94.1991,116.2003,129.1599,94.3705,160.4652,236.577,141.8961,61868.0307,91063.2885,255553.0187,204.3163,96.0487,92.8962,42.7292,222.3507,445.317,113.7556,85.7308
2024-05-02,175.3363,300.9385,134.536,99.9462,93.5829,114.9163,129.0199,93.3615,160.6948,231.9306,142.2071,60852.2814,90284.8198,250849.1371,204.2873,94.3177,91.7792,42.9224,217.6623,441.2947,113.338,85.7698
2024-05-03,180.8297,310.7341,142.3491,100.1538,95.5223,121.6684,132.443,94.4644,162.1788,235.647,143.8854,62390.2426,91875.5225,263149.2598,204.3465,95.6583,92.8222,43.2793,221.6989,450.3227,113.9185,87.5889
2024-05-06,177.5928,311.3055,137.0618,100.5021,96.1496,121.9933,132.4896,93.4642,165.3617,234.9081,143.5754,62435.5344,92837.7779,259465.4882,204.2825,94.1491,92.4473,43.5043,219.7593,450.1537,114.2331,88.0337
2024-05-07,177.0545,314.7351,140.9606,101.0763,96.1288,122.2692,133.8696,94.3472,167.1027,237.6693,145.8183,62656.7632,94079.6979,267261.1364,205.1162,95.5882,92.8814,43.3423,222.7072,455.2011,114.8771,87.7477
2024-05-08,180.0854,314.1921,136.3314,100.82,93.8292,124.4299,133.857,93.3156,167.4429,239.7964,145.4533,64410.2421,93282.6143,264791.0469,208.1922,98.3898,93.5713,43.9253,224.8257,455.6421,114.6984,87.5128
2024-05-09,176.4784,309.7907,134.4274,98.1096,91.0499,121.0312,128.7456,90.3658,166.1634,238.0696,144.886,61437.2059,90089.9717,254173.2458,205.9311,98.4332,91.9598,43.2447,221.7154,445.0567,115.1933,87.6839
2024-05-10,171.2617,305.8653,130.027,97.3205,89.5655,122.7101,127.7894,88.4744,165.224,232.8407,145.3039,62015.1192,87989.1423,258820.579,209.6486,99.6912,92.6027,42.5893,220.0936,442.5562,114.9618,88.8535
2024-05-13,169.1022,308.1089,131.6641,96.9968,92.0098,122.3179,128.0073,89.1694,166.7254,232.5481,144.2584,62462.3188,88739.7206,252951.93,210.3295,99.5648,93.0773,43.3593,218.6885,443.6779,114.9887,88.3196
2024-05-14,167.0871,310.9156,126.0477,95.5669,90.9006,119.1964,127.5579,86.9719,166.1558,226.0497,143.0981,62136.0575,89551.5778,245818.8985,209.5913,98.403,92.5457,43.5053,211.8426,438.4613,115.0872,88.6473
2024-05-15,162.8002,307.7625,122.9522,94.5032,91.1013,115.8105,126.1606,83.9239,164.9352,222.0036,144.7596,61246.0238,87822.2763,245059.684,208.7483,98.2652,91.1819,42.864,208.3979,432.3953,115.4389,88.7204
2024-05-16,164.5371,306.5394,119.2702,93.6238,92.0978,111.2788,127.9722,85.1732,163.5617,219.683,145.1959,62927.3052,87917.9013,244550.9511,210.7293,97.887,91.4012,42.86,206.4038,434.3106,115.3424,88.3448
2024-05-17,163.6194,300.6437,118.4298,91.716,90.849,111.3174,128.0015,83.6363,161.6445,217.8573,145.7169,62852.2011,87544.2378,237514.3425,212.0352,95.6626,91.135,43.0124,207.1165,431.5156,115.0098,88.3795
2024-05-20,161.5444,295.6757,115.9967,88.9626,86.9773,105.7856,123.2334,80.5378,159.8101,213.5652,144.2012,58609.6799,82770.5427,233999.3227,213.3496,95.369,89.8887,43.5195,202.9821,423.9609,114.9773,87.9706
2024-05-21,158.2564,289.7969,114.275,87.2169,85.8663,102.0122,121.4304,80.8123,156.3251,212.781,145.1978,58537.3242,79053.1221,238439.6375,213.916,94.4629,89.327,43.3433,199.516,421.076,114.9268,88.2971
2024-05-22,161.1446,287.74,120.8751,88.6853,87.4584,102.2305,123.3288,80.461,156.146,215.4604,146.0553,58771.2951,79387.1472,243115.1302,216.6799,93.7267,90.2573,43.7362,198.9447,425.187,114.0546,89.0095
2024-05-23,164.1448,284.0521,120.7021,87.1678,86.9522,107.6912,122.209,79.3171,155.8955,214.7312,147.0938,58890.7272,80574.0669,243080.5065,217.5778,93.0767,91.2104,43.1661,194.8096,423.2462,114.1295,89.635
2024-05-24,164.5361,283.7388,125.3164,88.0152,88.2895,106.7072,123.4045,78.7315,156.9033,217.8416,149.0266,59877.8877,83905.7563,247917.4795,216.9357,94.7151,91.5339,43.2927,199.4451,427.7174,114.6594,89.3024
2024-05-27,170.201,291.2178,130.8049,89.5848,90.2823,114.3833,126.4883,80.4088,161.5529,222.947,149.2855,60038.8343,87532.0931,249363.7353,218.0672,95.5253,91.286,44.033,204.2299,434.9871,115.0837,89.5817
2024-05-28,172.3993,286.9735,136.8971,90.4127,88.5628,107.3242,125.2775,81.1961,158.9108,222.6816,149.5271,59616.5742,87831.7069,253763.8902,218.6347,95.2,92.2226,43.825,203.9876,435.3555,114.8473,89.7882
2024-05-29,171.6364,288.2666,131.5614,89.4063,87.61,104.1732,124.0595,81.6466,157.7196,220.3479,149.7345,58590.1144,85957.9542,250790.1,219.0455,93.6271,90.6677,43.6511,199.7428,430.3347,115.4972,90.1727
2024-05-30,169.131,282.0271,127.1799,89.3025,85.1534,107.6615,124.4526,79.815,156.1012,216.2699,147.8238,57828.8229,84744.6489,241018.9846,221.4356,91.626,90.5707,43.2072,197.4091,424.5896,115.0775,90.6849
2024-05-31,166.9627,282.3448,126.3564,89.2691,84.9908,108.0107,124.5032,82.7687,156.6099,214.3769,148.0955,58238.3871,83833.3685,237360.0535,221.9987,92.4359,90.9687,43.2764,198.215,424.6818,115.2407,90.0735
2024-06-03,167.1007,287.1293,130.5211,90.4281,87.4971,110.7463,124.7789,82.4216,157.1633,217.3473,148.6563,59859.1062,84825.6608,239670.1582,219.8557,93.0064,91.537,43.1834,199.0914,428.9213,115.4266,90.7421
2024-06-04,169.2902,288.691,132.001,91.5418,85.3128,109.2424,125.1765,81.0001,156.4546,220.8618,149.8526,59955.4374,85935.9866,240760.1344,217.1859,93.4208,91.6331,42.891,199.1407,430.3732,115.836,91.8626
2024-06-05,172.4907,292.6645,136.1482,90.5938,85.502,103.8707,125.4502,80.8084,157.3282,222.1753,149.1886,59727.1178,86144.9274,241625.2429,215.58,93.7933,90.8016,43.6461,200.0542,433.1185,115.5174,92.4454
2024-06-06,174.2636,288.2928,135.8212,90.6239,85.3594,104.5228,123.3339,78.1424,156.6336,218.2918,149.6224,58751.7237,82852.5899,236117.9298,213.3177,93.3438,91.6681,43.5709,197.6344,431.2819,115.6609,92.5976
2024-06-07,177.0188,282.4559,134.8913,92.5715,86.8978,107.8764,124.5639,77.242,160.002,217.3314,151.15,58732.7592,85808.727,238017.1842,212.3666,92.51,91.5152,43.4576,197.8249,432.8873,115.7304,91.869
2024-06-10,178.1148,280.4484,133.3326,92.2784,86.3896,110.3134,124.0141,76.3308,159.1726,216.8223,150.4132,59202.8944,89668.3004,232927.2951,211.5735,91.7014,92.1051,43.7926,198.3994,430.9225,115.8813,91.971
2024-06-11,176.7301,274.5936,133.8049,91.7532,84.9682,116.0285,121.3077,76.2453,159.6258,216.3336,149.8985,58522.0265,87902.0944,224483.7332,214.8556,92.099,91.6112,44.0724,196.5731,429.6365,115.5269,93.0051
2024-06-12,171.8623,269.1362,123.2177,92.5572,84.4517,113.0806,121.1891,77.0089,159.8196,212.0747,150.087,58119.4527,84782.4375,219279.9528,216.1173,91.6266,90.8318,43.5802,195.5225,423.9431,114.9403,93.3633
2024-06-13,169.3676,267.225,123.3747,91.1765,83.4032,111.6794,118.1216,76.5357,159.0581,209.3897,148.5765,56793.6417,85268.7573,221153.2088,218.5568,90.9666,88.8149,43.3471,195.1009,417.0727,114.8209,91.4821
2024-06-14,169.5952,265.2932,120.4553,92.0633,80.81,103.8283,117.6493,75.8618,158.4741,208.6442,149.0607,56061.639,82327.8455,224463.4669,218.713,91.3814,88.6121,43.365,190.0834,415.1324,114.536,92.7644
2024-06-17,167.7941,260.5009,116.7128,88.5674,79.7054,100.7399,116.8724,75.2226,157.4506,203.9355,149.9519,55550.0503,79672.8528,221846.3995,218.2072,93.153,86.5001,42.5973,189.7875,410.4419,114.5769,93.557
2024-06-18,163.2009,254.7689,115.1501,87.8209,76.8313,99.4348,115.5955,73.2223,156.3984,200.3709,147.8908,55275.8404,79676.0916,223792.705,214.8503,92.017,85.5366,42.1873,187.1883,406.4518,113.6769,93.9883
2024-06-19,163.6304,255.8603,116.0179,87.9943,74.6122,104.4149,114.9605,75.321,155.9355,202.5933,149.1302,56180.034,84540.7759,227691.0219,214.1298,93.4462,87.3492,42.6715,185.1115,409.5872,113.8264,94.1316
2024-06-20,160.7942,255.1043,111.7323,88.3368,73.4205,110.06,112.168,75.4914,156.0509,200.7012,150.7541,56309.6357,86431.1789,224713.8686,215.5817,91.7436,87.3665,42.2193,183.5558,409.3217,112.4929,94.8561
2024-06-21,166.7112,258.9939,117.9382,92.4462,75.0879,121.4001,115.0103,77.8101,161.1683,205.4769,151.2847,57225.4346,87411.5196,234771.5348,214.0695,94.0995,88.3194,42.7833,191.1032,422.5074,112.3592,96.1822
2024-06-24,166.6046,262.4314,124.3262,93.2629,73.6703,124.9963,116.4294,77.6958,164.271,209.39,152.4136,57093.7153,92408.9747,236377.0925,216.3551,94.4604,89.2359,42.8756,193.7266,426.9323,112.6161,95.8076
2024-06-25,165.2462,257.7039,125.9049,92.4482,74.9762,123.0734,114.2749,76.2667,162.5372,209.6994,152.756,55038.6331,90227.1865,233953.1615,217.9229,93.2525,88.5948,43.0043,192.8513,424.2584,112.5481,94.2609
2024-06-26,167.529,260.4915,131.8538,90.2876,74.2778,124.4034,114.7652,75.5091,164.6333,212.3885,153.0447,54375.097,92361.4686,238687.3572,218.07,93.7564,89.0709,42.9906,194.1015,428.0212,112.5665,94.9559
2024-06-27,168.6596,260.2661,131.0748,91.5165,74.9559,124.9394,116.7333,74.6618,165.0872,210.6684,153.8281,53865.8175,90049.7446,235924.402,218.0767,93.685,88.5728,43.1801,195.7259,429.8739,112.2688,95.2638
2024-06-28,170.2147,261.0263,128.6028,92.3085,75.0345,123.9383,114.7665,73.5482,164.3386,207.963,152.2432,54371.6464,90378.9878,236125.1369,220.7823,91.4319,88.4392,43.3151,194.2145,426.9416,112.5648,95.96
2024-07-01,170.3426,266.5603,135.0011,93.6237,78.4003,130.8029,120.9578,75.1586,165.1512,209.8846,153.2824,54529.7125,92558.2282,244887.2643,220.2232,92.1585,88.6336,44.0837,197.4102,432.2279,112.4999,95.4075
2024-07-02,164.7484,264.3421,137.8245,92.396,77.249,128.2691,120.4806,73.8308,165.7732,208.3122,151.9989,54979.6298,89315.1183,248589.7689,219.4626,91.4974,88.6622,43.3373,193.1132,428.8676,113.2951,96.2327
2024-07-03,161.0074,255.3929,129.6188,89.8519,76.0372,115.7177,115.3232,72.7135,161.6437,204.1184,150.8664,52787.469,83802.1834,241053.5704,218.553,90.34,87.0398,42.4592,190.8647,415.2556,112.3773,96.5673
2024-07-04,165.3397,258.7979,128.7365,91.7644,75.5618,113.1637,116.8202,74.131,161.2665,206.8531,151.6455,53582.3043,86364.4437,248224.5513,215.967,91.3149,86.9278,42.6199,194.1196,419.0106,112.2654,96.2162
2024-07-05,167.1224,260.8293,121.3414,91.8994,74.9361,122.174,115.8323,74.1885,162.5505,207.6649,151.4613,53398.1912,87039.3711,240899.9242,215.1253,92.1071,86.0882,42.4772,190.8406,416.4574,112.3247,95.3924
2024-07-08,170.7415,268.0777,129.581,95.7029,75.9047,130.4517,119.2731,76.08,161.5795,213.1683,153.9027,54227.5375,87199.9611,247474.9639,213.1581,92.536,86.9933,43.3178,192.5492,423.3487,113.3758,95.3583
2024-07-09,170.7278,266.6595,123.2916,94.4856,74.2406,127.0458,116.999,72.9676,160.346,211.7545,154.106,53287.8098,86482.0788,243528.6037,215.2585,94.1096,85.7662,43.7861,189.897,420.6231,113.6756,94.9638
2024-07-10,168.8528,264.163,121.7104,91.9015,73.5056,123.4456,116.4216,72.5846,159.9644,207.71,152.6724,52698.9499,86104.5903,246400.4316,215.1546,93.9243,85.2409,43.5708,191.0761,415.5422,113.4107,95.9994
2024-07-11,169.4747,273.1885,128.5022,94.0273,76.9838,129.5323,117.0397,72.95,161.4557,212.2865,153.6833,54469.7629,86091.9184,250485.7726,212.2708,95.3595,86.8129,43.7905,193.9684,422.701,114.4115,96.226
2024-07-12,166.4622,265.4705,136.2443,94.3823,78.262,128.2542,116.1783,73.8938,160.1403,210.621,152.228,53933.3639,82091.3423,249127.0212,214.546,94.7323,87.1865,42.6616,192.193,418.0687,115.4278,95.5073
2024-07-15,168.0041,267.6402,137.5887,94.1488,79.2249,129.9029,118.2807,74.4367,163.1133,211.3906,153.2321,53253.2328,82402.0066,251466.7279,213.6845,94.4951,86.1478,42.262,196.8363,419.1891,115.651,96.0712
2024-07-16,169.8543,269.4073,141.4886,95.6873,79.4068,125.5503,120.3076,74.9136,166.5764,213.2447,156.1004,53156.9406,83961.3148,250629.0354,212.9328,96.1453,87.1647,42.9312,201.1609,425.96,116.8252,95.63
2024-07-17,174.1038,273.6882,143.5905,95.155,78.6332,120.6766,122.1721,75.0414,167.3481,213.2209,158.8453,53153.4661,85005.1156,238065.0839,212.1181,97.2202,88.151,43.0228,200.2046,426.6951,116.6622,95.8065
2024-07-18,171.0222,272.121,145.3322,93.7606,79.2402,121.0043,121.7453,75.265,168.9196,217.6551,160.0489,52646.4279,83611.4048,234643.8615,209.8462,99.0727,89.5388,43.0231,199.8104,426.5395,116.4957,96.3762
2024-07-19,170.5424,272.201,150.6962,93.1266,80.0018,123.7454,123.0927,77.4745,169.0963,214.3361,159.3747,52371.2388,82382.8269,234896.6396,209.2287,100.1272,88.7713,42.1915,199.4083,427.2204,117.0928,96.2155
2024-07-22,174.6323,271.6867,156.1211,91.8052,81.5044,126.7235,123.4036,77.5263,169.6052,217.3808,161.1933,52484.0489,82037.336,243640.5362,210.3744,100.8504,88.7352,43.4722,199.0153,431.2913,117.186,96.3878
